Payment_Type_diners,Payment_Type_mastercard,Payment_Type_visa,Product_product2,Product_product3,Transaction_date,Product,Payment_Type,Name,City,State,Country,Account_Created,Last_Login,Latitude,Longitude,Transaction_date_day,Transaction_date_moment,Transaction_date_month,Transaction_date_weekday,Transaction_date_year,Account_Created_day,Account_Created_moment,Account_Created_month,Account_Created_weekday,Account_Created_year,Last_Login_day,Last_Login_moment,Last_Login_month,Last_Login_weekday,Last_Login_year,logLatitude,sqrtLatitude,squareLatitude,logLongitude,sqrtLongitude,squareLongitude,derivate_Latitude_div_Longitude,derivate_Latitude_mult_Longitude,derivate_Longitude_div_Latitude,derivate_Longitude_mult_Latitude,Price
-0.31290540260452193,1.6133468587512727,-1.0472051639779976,-0.3972060193523567,-0.12352898432951345,-1.5108894275049036,product1,mastercard,carolina,basildon,england,unitedkingdom,0.5566594580630267,-2.2391720186081483,0.6402597905137154,0.5971454326865249,-1.4856091183166238,-1.0565970056714726,0.0,0.6198295143884918,0.0,-1.4762630626206512,-1.0801497512791034,-0.7815565279453254,0.5827497880190446,0.7369106751043621,-1.695743527573229,-1.0347830246085263,-1.1795128569404154,0.6028167036024107,0.0,3.9415818076696905,7.176350047203662,0.9688488029015591,2.214506244784136,3.223031401944291,-0.9648702179106496,-0.6401362058380052,0.910938869313405,0.6150018906345452,0.910938869313405,1200.0
-0.31290540260452193,-0.6198295143884918,0.9549227165776377,-0.3972060193523567,-0.12352898432951345,-1.5175899401379795,product1,visa,betina,parkville,mo,unitedstates,0.5565306950217527,-2.2344442938683873,0.009195190199680821,-0.791976234587285,-1.4856091183166238,-1.0565970056714726,0.0,0.6198295143884918,0.0,-1.4762630626206512,-1.0801497512791034,-0.7815565279453254,0.5827497880190446,0.7369106751043621,-1.695743527573229,-1.0347830246085263,-1.1795128569404154,0.6028167036024107,0.0,3.6685491876406857,6.2605910264127616,-0.47314353280989646,3.5321440851977854,5.896991045715083,0.4201460185070269,-0.0071468650618157405,-0.7276152880502017,-0.4531439947430935,-0.7276152880502017,1200.0
-0.31290540260452193,1.6133468587512727,-1.0472051639779976,-0.3972060193523567,-0.12352898432951345,-1.478104776407354,product1,mastercard,federicaeandrea,astoria,or,unitedstates,0.5553074461296483,-2.1537921183574142,0.36783579270858474,-1.224724414301062,-1.4856091183166238,0.36645807079293985,0.0,0.6198295143884918,0.0,-1.5873556984595452,0.32898678699089023,-0.7815565279453254,0.5827497880190446,0.7369106751043621,-1.5779737265629241,0.34216825347055274,-1.1795128569404154,-1.658879049011145,0.0,3.832721323127477,6.796179809275208,0.2983582937109653,3.5321440851977854,5.896991045715083,1.4043062437187237,-0.0065794696418140525,-1.6283519325170137,-0.5715298500981276,-1.6283519325170137,1200.0
-0.31290540260452193,-0.6198295143884918,0.9549227165776377,-0.3972060193523567,-0.12352898432951345,-1.35558111683111,product1,visa,gouya,echuca,victoria,australia,-2.2825441415248418,-2.1486431112151005,-3.8540347607378957,2.762762440999984,-1.370791655288668,0.36645807079293985,0.0,-1.6133468587512727,0.0,1.0788675616739067,1.7381233252608839,1.1064759437991458,-1.7160023402141833,-2.3564094248082097,-1.5779737265629241,0.34216825347055274,-1.1795128569404154,-1.658879049011145,0.0,2.7080219144085196,4.1466574939945025,-0.7711421562901841,4.975008116453105,12.031209415515965,2.2724993460386402,-0.004870879693068251,-1.4089687756788951,-1.1627182499593107,-1.4089687756788951,1200.0
-0.31290540260452193,-0.6198295143884918,0.9549227165776377,2.5175852108950845,-0.12352898432951345,-1.2493301307923361,product2,visa,gerdw,cahabaheights,al,unitedstates,0.4435246182214817,-2.0857784149230305,-0.28181969891904923,-0.6749937212685969,-1.2559741922607126,0.36645807079293985,0.0,-1.6133468587512727,0.0,-0.032058796715031514,0.32898678699089023,1.5784840617352638,-1.7160023402141833,-0.03641934987378077,-1.4602039255526191,0.34216825347055274,-1.1795128569404154,-1.658879049011145,0.0,3.5121589819182453,5.789694292447573,-1.006292227477412,3.5321440851977854,5.896991045715083,0.19918496598924193,-0.0067619306519786995,-0.36820562286327735,-0.5307196659579115,-0.36820562286327735,3600.0
-0.31290540260452193,-0.6198295143884918,0.9549227165776377,-0.3972060193523567,-0.12352898432951345,-1.247495466618994,product1,visa,laurence,mickleton,nj,unitedstates,0.31986587596810806,-2.0848890409620853,0.039709894562691785,-0.5033016649393185,-1.2559741922607126,0.36645807079293985,0.0,-1.6133468587512727,0.0,0.9677749258350129,0.32898678699089023,1.1064759437991458,0.5827497880190446,-0.03641934987378077,-1.4602039255526191,0.34216825347055274,-1.1795128569404154,-1.658879049011145,0.0,3.683615624438837,6.307931515164063,-0.41241964389516544,3.5321440851977854,5.896991045715083,-0.0903688708112448,-0.00873801064418725,-0.40590238804628825,-0.21899548075131894,-0.40590238804628825,1200.0
-0.31290540260452193,1.6133468587512727,-1.0472051639779976,-0.3972060193523567,-0.12352898432951345,-1.2146310475139077,product1,mastercard,fleur,peoria,il,unitedstates,0.559396498094213,-2.0661185694705586,0.08605172987270926,-0.7163620044570038,-1.2559741922607126,1.7895131472573524,0.0,-1.6133468587512727,0.0,-1.3651704267817575,-1.0801497512791034,-0.7815565279453254,-1.7160023402141833,0.7369106751043621,-1.4602039255526191,1.7191195315496317,-1.1795128569404154,-1.658879049011145,0.0,3.7060710776653707,6.379154332668242,-0.31845024141591616,3.5321440851977854,5.896991045715083,0.27513015491401493,-0.007704455060112481,-0.6983009830851702,-0.357609381210325,-0.6983009830851702,1200.0
-0.31290540260452193,1.6133468587512727,-1.0472051639779976,-0.3972060193523567,-0.12352898432951345,-1.4445224452344383,product1,mastercard,adam,martin,tn,unitedstates,0.5578199762427155,-2.0653696229771312,-0.13705332575135715,-0.7053961929066503,-1.4856091183166238,1.7895131472573524,0.0,0.6198295143884918,0.0,-1.4762630626206512,0.32898678699089023,-0.7815565279453254,0.5827497880190446,0.7369106751043621,-1.4602039255526191,1.7191195315496317,-1.1795128569404154,-1.658879049011145,0.0,3.593010693332301,6.0285429417065615,-0.7514764906952314,3.5321440851977854,5.896991045715083,0.25476506372184715,-0.007078660294506247,-0.5114719178496524,-0.46612076613008974,-0.5114719178496524,1200.0
-0.31290540260452193,1.6133468587512727,-1.0472051639779976,-0.3972060193523567,-0.12352898432951345,-1.2476550026340671,product1,mastercard,reneeelisabeth,telaviv,telaviv,israel,0.5621120776185201,-2.059331241873872,-0.3563829329104146,1.1298891971398908,-1.2559741922607126,0.36645807079293985,0.0,-1.6133468587512727,0.0,-1.2540777909428635,0.32898678699089023,-0.7815565279453254,-1.7160023402141833,0.7369106751043621,-1.4602039255526191,1.7191195315496317,-1.1795128569404154,-1.658879049011145,0.0,3.467817070043052,5.662743743098393,-1.129503315204974,3.54865907429739,5.896326542857001,-0.7782929066514744,0.011360044479586077,1.4367218170323193,1.1084242809344307,1.4367218170323193,1200.0
-0.31290540260452193,-0.6198295143884918,0.9549227165776377,-0.3972060193523567,-0.12352898432951345,-1.24334753022709,product1,visa,aidan,chatou,iledefrance,france,0.05016178117009678,-2.050577929731938,0.5060634698968486,0.6456441687312774,-1.2559741922607126,0.36645807079293985,0.0,-1.6133468587512727,0.0,-1.3651704267817575,-1.0801497512791034,0.3984637668949692,0.5827497880190446,-0.03641934987378077,-1.3424341245423141,-1.0347830246085263,-1.1795128569404154,0.6028167036024107,0.0,3.8894365060734546,6.991661698051472,0.6294517951434008,0.7654678421395714,1.466287829861518,-0.9643486315430999,0.31347048058511034,0.9838655230403053,0.6443003396927738,0.9838655230403053,1200.0
3.1958540558147237,-0.6198295143884918,-1.0472051639779976,-0.3972060193523567,-0.12352898432951345,-1.1834417565670905,product1,diners,stacy,newyork,ny,unitedstates,0.5634327241956908,-2.040186297135632,0.08710615394279936,-0.48501561260828613,-1.141156729232757,-1.0565970056714726,0.0,0.6198295143884918,0.0,-1.1429851551039698,-1.0801497512791034,-0.7815565279453254,0.5827497880190446,0.7369106751043621,-1.3424341245423141,-1.0347830246085263,-1.1795128569404154,0.6028167036024107,0.0,3.706576189104035,6.380765628041827,-0.3162875875750487,3.5321440851977854,5.896991045715083,-0.11877248040375676,-0.009032853067266073,-0.4145968247043278,-0.18634732787026248,-0.4145968247043278,1200.0
